TARGET_START,TARGET_STOP,SOURCE_START,SOURCE_STOP
1,231,231,11,498,501,FALSE
1,146,146,1,144,145,FALSE
1,146,146,2,176,179,FALSE
1,75,76,2,496,499,FALSE
1,75,76,5,142,143,FALSE
1,213,214,9,816,818,FALSE
1,75,76,10,680,684,FALSE
1,231,231,1,242,246,FALSE
1,241,243,7,162,165,FALSE
1,43,43,6,290,294,FALSE
1,75,76,3,641,644,FALSE
1,75,76,10,204,206,FALSE
1,75,76,6,587,591,FALSE
1,75,76,10,362,368,FALSE
1,241,243,3,463,469,FALSE
1,241,243,11,139,141,FALSE
1,75,76,12,923,925,FALSE
1,146,146,11,603,607,FALSE
1,231,231,11,887,890,FALSE
1,231,231,11,346,351,FALSE
1,75,76,4,417,418,FALSE
1,75,76,7,540,544,FALSE
1,75,76,2,203,205,FALSE
1,241,243,6,798,800,FALSE
1,146,146,12,681,683,FALSE
1,43,43,4,504,507,FALSE
1,43,43,6,190,192,FALSE
1,146,146,7,568,571,FALSE
1,146,146,7,27,28,FALSE
1,146,146,5,852,853,FALSE
1,231,231,1,656,656,FALSE
1,146,146,1,691,694,FALSE
1,74,75,4,524,528,FALSE
1,305,305,5,268,272,FALSE
1,231,231,10,689,690,FALSE
1,146,146,3,448,451,FALSE
1,146,146,2,10,13,FALSE
1,146,146,9,556,558,FALSE
1,146,146,7,458,459,FALSE
1,146,146,2,379,381,FALSE
1,146,146,12,908,912,FALSE
1,146,146,2,571,574,FALSE
1,213,214,2,304,308,FALSE
1,146,146,3,420,423,FALSE
1,146,146,5,375,377,FALSE
1,43,43,10,167,169,FALSE
1,261,261,2,8,9,FALSE
1,75,76,10,290,293,FALSE
1,261,261,8,657,658,FALSE
1,146,146,9,783,785,FALSE
1,146,146,6,413,414,FALSE
1,75,76,5,235,238,FALSE
1,231,231,11,690,698,FALSE
1,231,231,12,513,520,FALSE
1,231,231,5,662,663,FALSE
1,75,76,8,86,89,FALSE
1,241,243,12,270,276,FALSE
1,146,146,3,175,178,FALSE
1,146,146,2,241,243,FALSE
1,241,243,1,223,226,FALSE
1,75,76,7,759,760,FALSE
1,261,261,9,727,732,FALSE
1,146,146,1,189,191,FALSE
1,231,231,10,148,153,FALSE
1,261,261,12,845,848,FALSE
1,146,146,7,626,627,FALSE
1,146,146,7,318,319,FALSE
1,146,146,10,74,76,FALSE
1,75,76,12,928,931,FALSE
1,43,43,9,717,719,FALSE
1,241,243,6,205,209,FALSE
1,241,243,8,603,605,FALSE
1,241,243,7,626,627,FALSE
1,146,146,6,53,54,FALSE
1,75,76,3,575,577,FALSE
1,75,76,5,13,13,FALSE
1,146,146,6,426,429,FALSE
1,231,231,9,727,732,FALSE
1,75,76,6,14,17,FALSE
1,241,243,10,693,701,FALSE
1,75,76,3,548,550,FALSE
1,146,146,9,410,411,FALSE
1,146,146,12,529,532,FALSE
1,231,231,5,493,494,FALSE
1,261,261,1,89,89,FALSE
1,75,76,12,704,707,FALSE
1,75,76,7,197,198,FALSE
1,231,231,9,722,726,FALSE
1,75,76,7,64,67,FALSE
1,231,231,8,451,451,FALSE
1,146,146,5,127,128,FALSE
1,75,76,6,6,8,FALSE
1,38,39,12,720,722,FALSE
1,146,146,8,492,493,FALSE
1,75,76,7,462,466,FALSE
1,241,243,3,27,29,FALSE
1,146,146,5,731,733,FALSE
1,146,146,12,341,342,FALSE
1,241,243,5,213,217,FALSE
1,146,146,3,192,195,FALSE
1,146,146,5,8,11,FALSE
1,231,231,12,548,552,FALSE
1,146,146,2,342,346,FALSE
1,231,231,3,291,293,FALSE
1,38,39,11,81,84,FALSE
1,146,146,12,369,370,FALSE
1,146,146,11,135,138,FALSE
1,75,76,7,682,685,FALSE
1,75,76,11,755,756,FALSE
1,146,146,12,372,373,FALSE
1,146,146,3,543,545,FALSE
1,241,243,12,788,790,FALSE
1,241,243,1,699,700,FALSE
1,75,76,1,586,587,FALSE
1,146,146,5,239,242,FALSE
1,146,146,4,543,546,FALSE
1,146,146,9,263,266,FALSE
1,231,231,10,339,341,FALSE
1,241,243,4,584,585,FALSE
1,241,243,9,459,460,FALSE
1,241,243,9,808,811,FALSE
1,146,146,1,613,614,FALSE
1,225,225,3,369,373,FALSE
1,146,146,8,630,634,FALSE
1,241,243,4,206,210,FALSE
1,241,243,9,603,606,FALSE
1,72,72,7,199,204,FALSE
1,75,76,10,267,269,FALSE
1,43,43,1,34,37,FALSE
1,75,76,5,819,819,FALSE
1,231,231,9,569,576,FALSE
1,305,305,9,229,230,FALSE
1,146,146,11,24,28,FALSE
1,139,140,4,223,226,FALSE
1,75,76,1,427,429,FALSE
1,75,76,5,843,843,FALSE
1,231,231,12,521,525,FALSE
1,241,243,12,383,386,FALSE
1,231,231,9,702,708,FALSE
1,146,146,10,794,795,FALSE
1,231,231,10,405,408,FALSE
1,146,146,4,443,444,FALSE
1,146,146,8,556,557,FALSE
1,75,76,3,284,285,FALSE
1,146,146,9,677,678,FALSE
1,305,305,11,659,663,FALSE
1,75,76,2,209,211,FALSE
1,231,231,6,333,336,FALSE
1,146,146,8,86,89,FALSE
1,146,146,2,736,740,FALSE
1,75,76,1,142,143,FALSE
1,231,231,10,777,780,FALSE
1,241,243,5,323,326,FALSE
1,146,146,9,44,46,FALSE
1,43,43,7,107,111,FALSE
1,75,76,10,803,808,FALSE
1,241,243,7,462,466,FALSE
1,146,146,10,870,872,FALSE
1,146,146,12,666,668,FALSE
1,146,146,4,376,378,FALSE
1,146,146,9,327,328,FALSE
1,75,76,12,521,525,FALSE
1,231,231,10,166,166,FALSE
1,146,146,10,336,337,FALSE
1,241,243,11,690,698,FALSE
1,81,81,11,454,458,FALSE
1,227,227,8,477,477,FALSE
1,43,43,7,15,20,FALSE
1,75,76,11,135,138,FALSE
1,241,243,10,303,307,FALSE
1,38,39,11,8,11,FALSE
1,81,81,10,204,206,FALSE
1,231,231,5,605,608,FALSE
1,146,146,11,104,104,FALSE
1,43,43,7,456,457,FALSE
1,75,76,5,213,217,FALSE
1,43,43,11,255,259,FALSE
1,261,261,10,159,162,FALSE
1,139,140,6,587,591,FALSE
1,75,76,10,405,408,FALSE
1,231,231,11,872,875,FALSE
1,75,76,1,242,246,FALSE
1,75,76,10,166,166,FALSE
1,146,146,2,615,616,FALSE
1,75,76,7,228,230,FALSE
1,231,231,12,298,300,FALSE
1,241,243,12,494,499,FALSE
1,146,146,9,771,776,FALSE
1,146,146,12,50,51,FALSE
1,208,210,6,201,204,FALSE
1,146,146,7,664,665,FALSE
1,146,146,3,132,134,FALSE
1,146,146,6,110,111,FALSE
1,146,146,12,116,119,FALSE
1,75,76,7,21,24,FALSE
1,146,146,3,309,309,FALSE
1,146,146,10,687,688,FALSE
1,75,76,1,42,45,FALSE
1,75,76,9,22,24,FALSE
1,146,146,9,722,726,FALSE
1,146,146,5,535,538,FALSE
1,43,43,5,681,684,FALSE
1,75,76,6,724,727,FALSE
1,231,231,7,166,168,FALSE
1,75,76,6,640,641,FALSE
1,231,231,7,341,345,FALSE
1,38,39,11,633,635,FALSE
1,146,146,5,323,326,FALSE
1,146,146,2,774,774,FALSE
1,146,146,3,596,598,FALSE
1,146,146,7,533,534,FALSE
1,75,76,5,140,141,FALSE
1,146,146,11,887,890,FALSE
1,231,231,1,738,740,FALSE
1,241,243,2,209,211,FALSE
1,241,243,12,4,8,FALSE
1,75,76,7,394,396,FALSE
1,241,243,7,698,702,FALSE
1,43,43,3,429,432,FALSE
1,74,75,6,795,797,FALSE
1,75,76,10,101,103,FALSE
1,75,76,7,797,800,FALSE
1,231,231,10,747,751,FALSE
1,146,146,4,388,391,FALSE
1,146,146,4,131,132,FALSE
1,146,146,7,565,567,FALSE
1,231,231,4,298,299,FALSE
1,231,231,7,102,106,FALSE
1,74,75,5,525,528,FALSE
1,146,146,10,125,126,FALSE
1,215,216,9,668,671,FALSE
